"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/26/2017","Arco Arco Cameron","ARCO 82405 10/26 #000258968 PURCHASE ARCO 82405 CAMERON PARK CA","32.60","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"10/26/2017","Melange Occasio","CHECKCARD 1025 SQ *MELANGE*OCCASIO FOLSOM CA 24492157298741359089110","8.62","debit","Restaurants","Adv Tiered Interest Chkg","",""
"10/26/2017","Hulu","HLU*Hulu 80993046-U HULU.COM/BILLCA","11.99","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"10/26/2017","Early Toast","EARLY TOAST EL DORADO HILCA","30.63","debit","Restaurants","Citi Dividend Platinum Select Visa Card","",""
"10/25/2017","Jenedypaige Ca","PAYPAL *JENEDYPAIGE 402-935-7733 CA","31.90","debit","Gift","Citi Dividend Platinum Select Visa Card","",""
"10/24/2017","The Paint Spot & Supply","THE PAINT SPOT 2 SHINGLE SPRINCA","43.26","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"10/23/2017","Rstudio Ma","RSTUDIO, INC. 8444481212 MA","9.00","debit","Legal","Citi Dividend Platinum Select Visa Card","",""
"10/21/2017","Safeway","SAFEWAY #1724 PLACERVILLE CA","12.65","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"10/21/2017","Subway","SUBWAY 00034744 CAMERON PARK CA","15.00","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"10/21/2017","Home Depot","THE HOME DEPOT #1085 PLACERVILLE CA","20.43","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"10/21/2017","Safeway Fuel","SAFEWAY FUEL #1724 PLACERVILLE CA","27.25","debit","Gas & Fuel","Citi Dividend Platinum Select Visa Card","",""
"10/20/2017","Home Goods","HOMEGOODS #0522 FOLSOM CA","26.93","credit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"10/20/2017","Home Goods","HOMEGOODS #0522 FOLSOM CA","34.69","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"10/20/2017","Lees Feed Shingle","LEES FEED SHINGLE SPRG SHINGLE SPRINCA","34.98","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"10/20/2017","Michaels","MICHAELS STORES 2046 FOLSOM CA","19.35","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"10/20/2017","Costco","COSTCO WHSE #0765 FOLSOM CA","208.26","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"10/20/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","16.88","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"10/20/2017","Nordstrom","NORDSTROM RACK #481 FOLSOM CA","168.56","debit","Clothing","Citi Dividend Platinum Select Visa Card","",""
"10/19/2017","Jack in the Box","JACK IN THE BOX 3439 EL DORADO HILCA","11.78","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"10/19/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","0.99","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"10/17/2017","Adalberto Mexican Food","ADALBERTO'S MEXICAN FOOD SACRAMENTO CA","8.34","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"10/17/2017","Netflix","NETFLIX.COM NETFLIX.COM CA","9.99","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"10/17/2017","Que Viva","QUE VIVA CAMERON PARK CA","21.96","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"10/17/2017","Assurant Appraisals Lx","ASSURANT APPRAISALS LX 877-263-0220 WI","6.40","debit","Legal","Citi Dividend Platinum Select Visa Card","",""
"10/17/2017","Que Viva","QUE VIVA CAMERON PARK CA","26.96","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"10/16/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","79.48","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"10/14/2017","State Farm","STATE FARM INSURANCE 800-956-6310 IL","2668.47","debit","Auto Insurance","Citi Dividend Platinum Select Visa Card","",""
"10/14/2017","Cityofsac Parknggarage","CITYOFSAC_PARKNGGARAGE SACRAMENTO CA","5.00","debit","Parking","Citi Dividend Platinum Select Visa Card","",""
"10/14/2017","Cascada","CASCADA PLACERVILLE CA","44.60","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"10/13/2017","American Airlines","CHECKCARD 1012 AA INFLIGHT VISA FACET PHOENIX AZ 24717057285262854558513","1.00","debit","Business Travel","Adv Tiered Interest Chkg","",""
"10/13/2017","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:790269 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","2240.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"10/13/2017","Interest Earned","Interest Earned","0.15","credit","Interest Income","Adv Tiered Interest Chkg","",""
"10/13/2017","Arco Arco Cameron","ARCO 82405 10/13 #000689010 PURCHASE ARCO 82405 CAMERON PARK CA","30.78","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"10/13/2017","Churchill Hardw Camerson","CHURCHILL 'S HARDW CAMERSON PARKCA","34.06","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"10/13/2017","Subway","SUBWAY 00034744 CAMERON PARK CA","20.03","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"10/13/2017","Jacks Urban Eats Inc","JACK'S URBAN EATS FOLSOM CA","41.59","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"10/12/2017","American Airlines","AMERICAN AIR0010265351813FORT WORTH TX","25.00","debit","Business Travel","Citi Dividend Platinum Select Visa Card","",""
"10/12/2017","Kaiser Permanente","KAISER PHARM 281 FOLSOM CA","9.10","debit","Health Insurance","Citi Dividend Platinum Select Visa Card","",""
"10/11/2017","Arco Arco Cameron","ARCO 82405 10/11 #000458985 PURCHASE ARCO 82405 CAMERON PARK CA","14.32","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"10/10/2017","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","520.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"10/10/2017","Check 1575","Check 1575","1127.52","debit","Health Insurance","Adv Tiered Interest Chkg","","Kaiser"
"10/10/2017","AT&T","ATT DES:Payment ID:XXXXX9011EPAYG INDN:sherry l hulbert CO ID:XXXXX31004 PPD","86.40","debit","bus phone/internet","Adv Tiered Interest Chkg","",""
"10/10/2017","Arco","ARCO PAYPOINT 10/07 #000807943 PURCHASE ARCO PAYPOINT ROSEVILLE CA","10.33","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"10/10/2017","Amazon Video","Amazon Video On Demand AMZN.COM/billWA","3.99","debit","Movies & DVDs","Citi Dividend Platinum Select Visa Card","",""
"10/09/2017","Amazon","Amazon Digital Ser 888-482-7820 WA","4.99","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"10/09/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","54.57","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"10/08/2017","Dropbox","Dropbox*3GGYWNMMSGQ2 db.tt/cchelp CA","99.00","debit","Electronics & Software","Citi Dividend Platinum Select Visa Card","",""
"10/08/2017","Amazon Video","Amazon Video On Demand AMZN.COM/billWA","3.99","debit","Movies & DVDs","Citi Dividend Platinum Select Visa Card","",""
"10/07/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","16.99","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"10/06/2017","Citibank Bill","CITIBANK VISA Bill Payment","3284.07","debit","Credit Card Payments","Adv Tiered Interest Chkg","",""
"10/06/2017","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:789252 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","1340.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"10/06/2017","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","1560.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"10/06/2017","Online Payment","PAYMENT - THANK YOU","3284.07","credit","Credit Card Payment","Citi Dividend Platinum Select Visa Card","",""
"10/05/2017","Mercury","MERCURY NETWORK LLC 888-7940455 OK","14.50","debit","Auto Payment","Citi Dividend Platinum Select Visa Card","",""
"10/05/2017","American Airlines","AMERICAN AIR0010264751280FORT WORTH TX","25.00","debit","Business Travel","Citi Dividend Platinum Select Visa Card","",""
"10/05/2017","Bkofamerica ATM Deposit","BKOFAMERICA ATM 10/05 #000006986 DEPOSIT CAMERON PARK CAMERON PARK CA","1200.00","credit","Interest Income","Adv Tiered Interest Chkg","",""
"10/05/2017","E Dorado Disposal","E DORADO DISPOSAL Bill Payment","59.91","debit","Trash Service","Adv Tiered Interest Chkg","",""
"10/05/2017","Pacific Gas & Electric","PACIFIC GAS & ELECTRIC Bill Payment","343.70","debit","Electric Bill","Adv Tiered Interest Chkg","",""
"10/05/2017","Ameritas Uc","AMERITAS-UC DES:INS PREM ID:XXXXX87110BFIND INDN:HULBERT GARY F...","221.00","debit","Life Insurance","Adv Tiered Interest Chkg","",""
"10/05/2017","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","440.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"10/05/2017","Bkofamerica ATM Deposit","BKOFAMERICA ATM 10/04 #000006926 DEPOSIT CAMERON PARK CAMERON PARK CA","925.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"10/04/2017","Subway","SUBWAY 00034744 CAMERON PARK CA","17.88","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"10/04/2017","Mercury","MERCURY NETWORK LLC OKLAHOMA CITYOK","14.50","credit","Auto Payment","Citi Dividend Platinum Select Visa Card","",""
"10/04/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","9.79","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"10/04/2017","7-Eleven","7-ELEVEN 33315 SACRAMENTO CA","24.12","debit","Gas & Fuel","Citi Dividend Platinum Select Visa Card","",""
"10/04/2017","American Airlines","AMERICAN AIR0010659284841FORT WORTH TX","13.86","debit","Business Travel","Citi Dividend Platinum Select Visa Card","",""
"10/04/2017","Wal-Mart","WALMART.COM 800-966-6546 AR","17.15","credit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"10/04/2017","Que Viva","QUE VIVA CAMERON PARK CA","29.85","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"10/03/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","19.97","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"10/02/2017","WinCo Foods","WINCO FOODS #5 09/30 #000857691 PURCHASE WINCO FOODS #53 2 Folsom CA","35.91","debit","Groceries","Adv Tiered Interest Chkg","",""
"10/02/2017","Arco","ARCO PAYPOINT 10/02 #000407265 PURCHASE ARCO PAYPOINT PLACERVILLE CA","24.31","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"10/02/2017","Eye Exam","EYE EXAM 5869 FOLSOM CA","101.96","debit","Doctor","Citi Dividend Platinum Select Visa Card","",""
"10/02/2017","Lenscrafters","LENSCRAFTERS 2944 FOLSOM CA","1210.62","debit","Doctor","Citi Dividend Platinum Select Visa Card","",""
"10/01/2017","Kaiser Permanente","KAISER CPP PHARM 256 8882186245 CA","13.40","debit","Health Insurance","Citi Dividend Platinum Select Visa Card","",""
"10/01/2017","Que Viva","QUE VIVA CAMERON PARK CA","37.24","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"9/30/2017","Fats Asia Bistro Folsom","FAT'S ASIA BISTRO FOLSOM CA","28.94","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"9/30/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","36.07","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"9/29/2017","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","350.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"9/29/2017","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:788108 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","670.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"9/29/2017","Home Goods","HOMEGOODS #0522 FOLSOM CA","30.15","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/29/2017","Jo-Ann Stores","JOANN STORES #2203 FOLSOM CA","13.07","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/29/2017","DirecTV","DTV*DIRECTV SERVICE 800-347-3288 CA","76.48","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/29/2017","Target","TARGET 00022707 ELDORADO HILLCA","98.33","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/28/2017","Subway","SUBWAY 00034744 CAMERON PARK CA","17.88","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"9/28/2017","CVS","CVS/PHARMACY #03009 CAMERON PARK CA","42.47","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/27/2017","Arco Arco Cameron","ARCO 82405 09/27 #000196074 PURCHASE ARCO 82405 CAMERON PARK CA","24.04","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"9/27/2017","Arco","ARCO PAYPOINT 09/27 #000733635 PURCHASE ARCO PAYPOINT PLACERVILLE CA","13.30","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"9/27/2017","Mercury","MERCURY NETWORK LLC 888-7940455 OK","14.50","debit","Auto Payment","Citi Dividend Platinum Select Visa Card","",""
"9/26/2017","Eye Exam","EYE EXAM 5869 FOLSOM CA","101.96","debit","Doctor","Citi Dividend Platinum Select Visa Card","",""
"9/26/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","35.21","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"9/26/2017","Pc Girl Wi","PC *American Girl 800-845-0005 WI","8.78","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/26/2017","Hulu","HLU*Hulu 80993046-U HULU.COM/BILLCA","11.99","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/26/2017","Assurant Appraisals Lx","ASSURANT APPRAISALS LX 877-263-0220 WI","6.40","debit","Legal","Citi Dividend Platinum Select Visa Card","",""
"9/25/2017","Check 1574","Check 1574","2500.00","debit","Federal Tax","Adv Tiered Interest Chkg","",""
"9/25/2017","Bank of America","BANK OF AMERICA DES:LINE PYMT ID:XXXXX9037987599 INDN:HULBERT GA...","1376.88","debit","Mortgage & Rent","Adv Tiered Interest Chkg","",""
"9/25/2017","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","125.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"9/23/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","12.36","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"9/23/2017","Wal-Mart","WALMART.COM 800-966-6546 AR","17.15","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/23/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","22.96","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"9/22/2017","Check 1573","Check 1573","300.00","debit","State Tax","Adv Tiered Interest Chkg","",""
"9/22/2017","Arco","ARCO PAYPOINT 09/22 #000531206 PURCHASE ARCO PAYPOINT PLACERVILLE CA","21.13","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"9/22/2017","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:787061 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","960.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"9/22/2017","Brothers Vacuum","BROTHERS VACUUM INC CAMERON PARK CA","107.25","debit","Furnishings","Citi Dividend Platinum Select Visa Card","",""
"9/20/2017","WinCo Foods","WINCO FOODS #5 09/20 #000622204 PURCHASE WINCO FOODS #53 2 Folsom CA","35.84","debit","Groceries","Adv Tiered Interest Chkg","",""
"9/20/2017","Costco","COSTCO WHSE #0765 FOLSOM CA","30.53","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"9/20/2017","Amazon Video","AMAZON VIDEO ON DEMAND AM866-216-1072 WA","4.99","debit","Movies & DVDs","Citi Dividend Platinum Select Visa Card","",""
"9/19/2017","Metrolist","MetroList El Dorado Bill Payment","144.17","debit","Business Services","Adv Tiered Interest Chkg","",""
"9/19/2017","Arco Arco Cameron","ARCO 82405 09/19 #000858573 PURCHASE ARCO 82405 CAMERON PARK CA","23.04","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"9/19/2017","Home Depot","THE HOME DEPOT #1085 PLACERVILLE CA","31.05","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"9/19/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","0.99","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/18/2017","Arco Arco Cameron","ARCO 82405 09/15 #000491612 PURCHASE ARCO 82405 CAMERON PARK CA","32.08","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"9/18/2017","Arco Arco Cameron","ARCO 82405 09/15 #000493364 PURCHASE ARCO 82405 CAMERON PARK CA","3.56","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"9/18/2017","Frank Vilt's Cakes","CHECKCARD 0915 SQ *FRANK VILT'S CA CAMERON PARK CA 24492157258741386450150","10.62","debit","Restaurants","Adv Tiered Interest Chkg","",""
"9/18/2017","Placerville Plaverville Ca","CHECKCARD 0915 PLACERVILLE 50 - S PLAVERVILLE CA 24224437259103012877647","3.60","debit","Restaurants","Adv Tiered Interest Chkg","",""
"9/18/2017","Adalberto Mexican Food","ADALBERTO'S MEXICAN FOOD SACRAMENTO CA","8.34","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"9/17/2017","Netflix","NETFLIX.COM NETFLIX.COM CA","9.99","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/16/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","13.95","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"9/16/2017","Amazon Video","AMAZON VIDEO ON DEMAND AM866-216-1072 WA","5.99","debit","Movies & DVDs","Citi Dividend Platinum Select Visa Card","",""
"9/16/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","36.31","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","Online Payment","PAYMENT THANK YOU","4594.06","credit","Credit Card Payment","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","Jon Bate Jewelry Studio","JON BATE JEWELRY STUDIO CAMERON PARK CA","40.00","debit","Clothing","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","Gs Smog","GS SMOG INC SHINGLE SPGS CA","60.00","debit","Service & Parts","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","Adalberto Mexican Food","ADALBERTO'S MEXICAN FOOD SACRAMENTO CA","11.85","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","Jo-Ann Stores","JOANN STORES #2203 FOLSOM CA","33.73","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","Sam's Club","SAMSCLUB #6620 FOLSOM CA","101.20","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","Brothers Vacuum","BROTHERS VACUUM INC CAMERON PARK CA","98.33","debit","Furnishings","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","Home Goods","HOMEGOODS #0522 FOLSOM CA","308.40","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","15.05","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","AT&T Wireless","AT&T Mobility Bill Payment","201.84","debit","bus phone/internet","Adv Tiered Interest Chkg","",""
"9/15/2017","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:786170 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","1020.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"9/15/2017","Pacific Gas & Electric","Pacific Gas & Electric Bill Payment","433.32","debit","Electric Bill","Adv Tiered Interest Chkg","",""
"9/15/2017","Arco","ARCO AMPM 09/15 #000391672 PURCHASE ARCO AMPM ROSEVILLE CA","14.11","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"9/15/2017","Transfer to Citi Dividend Platinum Select Visa Card","Citibank Visa Bill Payment","4594.06","debit","Credit Card Payments","Adv Tiered Interest Chkg","",""
"9/15/2017","Transfer from Adv Tiered Interest Chkg","PAYMENT - THANK YOU","4594.06","credit","Credit Card Payment","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","31.21","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"9/15/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","7.99","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"9/14/2017","American Airlines","AMERICAN AIR0018654873036FORT WORTH TX","351.60","debit","Business Travel","Citi Dividend Platinum Select Visa Card","",""
"9/14/2017","Lds Church","LDS CHURCH DES:DONATION ID:22738416 INDN:HULBERT SHERRY LU CO ID:XXXXX34341 WEB","13000.00","debit","Charity","Adv Tiered Interest Chkg","",""
"9/14/2017","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","990.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"9/13/2017","Interest Earned","Interest Earned","0.24","credit","Interest Income","Adv Tiered Interest Chkg","",""
"9/13/2017","Cascada","CASCADA PLACERVILLE CA","113.55","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"9/12/2017","AAA","AAA*NCNU MBRSHIP SVCS PLACERVILLE CA","180.00","debit","Auto Insurance","Citi Dividend Platinum Select Visa Card","",""
"9/12/2017","Amazon","AMAZON.COM AMZN.COM/BILL AMZN.COM/BILLWA","25.61","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/12/2017","Assurant Appraisals Lx","ASSURANT APPRAISALS LX 877-263-0220 WI","12.80","debit","Legal","Citi Dividend Platinum Select Visa Card","",""
"9/11/2017","Arco Arco Cameron","ARCO 82405 09/09 #000860727 PURCHASE ARCO 82405 CAMERON PARK CA","29.62","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"9/11/2017","Arco Arco Cameron","ARCO 82405 09/11 #000032070 PURCHASE ARCO 82405 CAMERON PARK CA","14.17","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"9/11/2017","AT&T","ATT DES:Payment ID:XXXXX2011EPAYC INDN:sherry l hulbert CO ID:XXXXX31004 PPD","83.06","debit","bus phone/internet","Adv Tiered Interest Chkg","",""
"9/11/2017","Bkofamerica ATM Deposit","BKOFAMERICA ATM 09/11 #000009863 DEPOSIT CAMERON PARK CAMERON PARK CA","2700.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"9/11/2017","Carl's Jr","CARL'S JR 7058 CAMERON PARK CA","18.20","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"9/11/2017","Safeway","SAFEWAY #1618 CAMERON PARK CA","36.59","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"9/08/2017","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:785156 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","395.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"9/08/2017","Bkofamerica ATM Deposit","BKOFAMERICA ATM 09/08 #000009099 DEPOSIT CAMERON PARK CAMERON PARK CA","1200.00","credit","Interest Income","Adv Tiered Interest Chkg","",""
"9/08/2017","Arco","ARCO AMPM 09/08 #000591661 PURCHASE ARCO AMPM ROSEVILLE CA","24.09","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"9/08/2017","Que Viva","QUE VIVA CAMERON PARK CA","31.70","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"9/07/2017","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","1181.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"9/06/2017","Subway","SUBWAY 00034744 CAMERON PARK CA","15.89","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"9/06/2017","Pc Girl Wi","PC *American Girl 800-845-0005 WI","11.95","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/05/2017","Ameritas Uc","AMERITAS-UC DES:INS PREM ID:XXXXX87110BFIND INDN:HULBERT GARY F...","221.00","debit","Life Insurance","Adv Tiered Interest Chkg","",""
"9/05/2017","California Kitchen","CALIFORNIA KITCHEN PLACERVILLE CA","33.00","debit","Business Meals","Citi Dividend Platinum Select Visa Card","",""
"9/04/2017","Delta","DELTA AIR Baggage Fee SALT LAKE CTYUT","25.00","debit","Business Travel","Citi Dividend Platinum Select Visa Card","",""
"9/02/2017","Amazon","Amazon.com AMZN.COM/BILLWA","14.81","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"9/01/2017","Nvs Pmd Des","NVS PMD DES:PAYMENT ID:784146 INDN:GaryFHulbert.Appraisal CO ID:XXXXX32275 CCD","760.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"9/01/2017","Wal-Mart","WM SUPERCENTER #4689 CEDAR HILLS UT","58.98","debit","Shopping","Citi Dividend Platinum Select Visa Card","",""
"9/01/2017","Mercury","MERCURY NETWORK LLC 888-7940455 OK","14.50","debit","Auto Payment","Citi Dividend Platinum Select Visa Card","",""
"9/01/2017","Costco","COSTCO WHSE #0733 LEHI UT","131.48","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"8/31/2017","Murcor Des Trade","MURCOR INC. DES:TRADE PAY ID:00-0057832 INDN:Gary F. Hulbert CO ID:XXXXX72376...","1431.00","credit","appraisal income","Adv Tiered Interest Chkg","",""
"8/31/2017","Arco","ARCO 82405 08/31 #000218402 PURCHASE ARCO 82405 CAMERON PARK CA","18.93","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"8/31/2017","Delta","DELTA AIR Baggage Fee SACRAMENTO CA","25.00","debit","Business Travel","Citi Dividend Platinum Select Visa Card","",""
"8/31/2017","Amazon","Amazon.com AMZN.COM/BILLWA","24.33","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
"8/30/2017","Arco","ARCO 83262 08/30 #000628494 PURCHASE ARCO 83262 RANCHO CORDOV CA","14.69","debit","Gas & Fuel","Adv Tiered Interest Chkg","",""
"8/30/2017","Kaiser Permanente","KAISER CPP PHARM 256 8882186245 CA","79.52","debit","Health Insurance","Citi Dividend Platinum Select Visa Card","",""
"8/30/2017","Safeway","SAFEWAY STORE00016188 CAMERON PARK CA","30.54","debit","Groceries","Citi Dividend Platinum Select Visa Card","",""
"8/30/2017","Kaiser Permanente","KAISER CPP PHARM 256 8882186245 CA","13.40","debit","Health Insurance","Citi Dividend Platinum Select Visa Card","",""
"8/30/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","148.99","debit","Office Supplies","Citi Dividend Platinum Select Visa Card","",""
"8/29/2017","Lees Feed Shingle","LEES FEED SHINGLE SPRG SHINGLE SPRINCA","15.99","debit","Home Improvement","Citi Dividend Platinum Select Visa Card","",""
